Protein IDs,Fasta headers,LFQ intensity 1,LFQ intensity 2,LFQ intensity 20,LFQ intensity 22,LFQ intensity 25,LFQ intensity 28,LFQ intensity 29,LFQ intensity 31,LFQ intensity 33,LFQ intensity 36,LFQ intensity 37,LFQ intensity 39,LFQ intensity 4,LFQ intensity 8,LFQ intensity 9
Q4KLL0,sp|Q4KLL0|TCEA1_RAT Transcription elongation factor A protein 1 OS=Rattus norvegicus OX=10116 GN=Tcea1 PE=1 SV=1,14940,0,39758,18684,0,0,0,0,0,0,0,0,68855,0,102040
Q4KLL7,tr|Q4KLL7|Q4KLL7_RAT Vesicle-fusing ATPase OS=Rattus norvegicus OX=10116 GN=Vps4b PE=1 SV=1,0,0,9623.6,0,0,0,0,0,0,4797.3,0,0,66455,0,10390
Q4KM74,sp|Q4KM74|SC22B_RAT Vesicle-trafficking protein SEC22b OS=Rattus norvegicus OX=10116 GN=Sec22b PE=1 SV=3,0,0,0,0,0,0,0,0,0,0,0,0,33214,8611.9,0
Q6IE69;Q4KMC4,tr|Q6IE69|Q6IE69_RAT Glutamine--fructose-6-phosphate transaminase (isomerizing) OS=Rattus norvegicus OX=10116 GN=gfpt2 PE=2 SV=1;sp|Q4KMC4|GFPT2_RAT Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 OS=Rattus norvegicus OX=10116 GN=Gfpt2 PE=,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q4V8F0;Q9JIT3,tr|Q4V8F0|Q4V8F0_RAT Tle3 protein OS=Rattus norvegicus OX=10116 GN=Tle3 PE=2 SV=1;sp|Q9JIT3|TLE3_RAT Transducin-like enhancer protein 3 OS=Rattus norvegicus OX=10116 GN=Tle3 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q52KJ9,tr|Q52KJ9|Q52KJ9_RAT Thioredoxin domain containing 1 OS=Rattus norvegicus OX=10116 GN=Tmx1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,105220,0,87713
Q5BJP4,tr|Q5BJP4|Q5BJP4_RAT RNA binding motif protein 39 OS=Rattus norvegicus OX=10116 GN=Rbm39 PE=1 SV=1,8737.5,0,107670,87643,12943,110220,84612,24262,63623,57720,49852,120780,74918,20083,115490
Q5BJT0,sp|Q5BJT0|ARGL1_RAT Arginine and glutamate-rich protein 1 OS=Rattus norvegicus OX=10116 GN=Arglu1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5I0H3,sp|Q5I0H3|SUMO1_RAT Small ubiquitin-related modifier 1 OS=Rattus norvegicus OX=10116 GN=Sumo1 PE=1 SV=1,0,0,0,4526.1,0,0,0,0,69619,0,0,0,74334,0,22519
Q5PQP2,sp|Q5PQP2|RCAS1_RAT Receptor-binding cancer antigen expressed on SiSo cells OS=Rattus norvegicus OX=10116 GN=Ebag9 PE=1 SV=1,0,0,0,23408,0,5991.7,0,0,0,0,0,9137.1,0,0,0
Q8VIH2;Q5RKK8;Q7TNX5,tr|Q8VIH2|Q8VIH2_RAT Hepatoma-derived apoptotic-related protein OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|Q5RKK8|Q5RKK8_RAT Hepatoma derived growth factor-like 1 OS=Rattus norvegicus OX=10116 GN=Hdgfl1 PE=2 SV=1;tr|Q7TNX5|Q7TNX5_RAT Hepatoma-derived growt,58498,0,0,0,0,30782,0,0,0,0,0,0,0,0,15387
Q5U2U7,sp|Q5U2U7|MCES_RAT mRNA cap guanine-N7 methyltransferase OS=Rattus norvegicus OX=10116 GN=Rnmt PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,14319,0,0,0,95086
Q5U2Z4,tr|Q5U2Z4|Q5U2Z4_RAT Nuclear factor kappa B subunit 2 OS=Rattus norvegicus OX=10116 GN=Nfkb2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5U318,sp|Q5U318|PEA15_RAT Astrocytic phosphoprotein PEA-15 OS=Rattus norvegicus OX=10116 GN=Pea15 PE=1 SV=1,0,0,0,0,0,3319.8,38877,0,0,0,9161.1,0,41219,18242,16875
Q5XFX0,sp|Q5XFX0|TAGL2_RAT Transgelin-2 OS=Rattus norvegicus OX=10116 GN=Tagln2 PE=1 SV=1,0,0,0,52063,0,17721,0,0,0,25389,0,13038,0,0,79974
Q5XI28,sp|Q5XI28|RAVR1_RAT Ribonucleoprotein PTB-binding 1 OS=Rattus norvegicus OX=10116 GN=Raver1 PE=1 SV=1,0,0,0,0,0,0,59707,0,0,0,0,0,0,0,22331
Q5XI41,sp|Q5XI41|TRAM1_RAT Translocating chain-associated membrane protein 1 OS=Rattus norvegicus OX=10116 GN=Tram1 PE=1 SV=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5XI74,sp|Q5XI74|EEPD1_RAT Endonuclease/exonuclease/phosphatase family domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Eepd1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5XIT1,sp|Q5XIT1|MARE3_RAT Microtubule-associated protein RP/EB family member 3 OS=Rattus norvegicus OX=10116 GN=Mapre3 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q62737,sp|Q62737|CY24A_RAT Cytochrome b-245 light chain OS=Rattus norvegicus OX=10116 GN=Cyba PE=1 SV=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q62920-2;Q62920,sp|Q62920-2|PDLI5_RAT Isoform 2 of PDZ and LIM domain protein 5 OS=Rattus norvegicus OX=10116 GN=Pdlim5;sp|Q62920|PDLI5_RAT PDZ and LIM domain protein 5 OS=Rattus norvegicus OX=10116 GN=Pdlim5 PE=1 SV=2,0,0,0,0,0,28436,0,18514,0,0,4389.2,0,0,0,24174
Q63002;G3V824,tr|Q63002|Q63002_RAT Mannose 6-phosphate/insulin-like growth factor II receptor OS=Rattus norvegicus OX=10116 GN=M6P/IGF2r PE=2 SV=1;tr|G3V824|G3V824_RAT Insulin-like growth factor 2 receptor OS=Rattus norvegicus OX=10116 GN=Igf2r PE=1 SV=1,0,0,33556,0,0,0,20209,0,0,0,5698.5,0,0,0,9867
Q641X2,sp|Q641X2|LEO1_RAT RNA polymerase-associated protein LEO1 OS=Rattus norvegicus OX=10116 GN=Leo1 PE=1 SV=1,0,0,1529.3,0,0,0,0,0,0,0,0,0,0,0,34641
Q641Z4,sp|Q641Z4|CDK9_RAT Cyclin-dependent kinase 9 OS=Rattus norvegicus OX=10116 GN=Cdk9 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q64542-4;Q64542,sp|Q64542-4|AT2B4_RAT Isoform ZB of Plasma membrane calcium-transporting ATPase 4 OS=Rattus norvegicus OX=10116 GN=Atp2b4;sp|Q64542|AT2B4_RAT Plasma membrane calcium-transporting ATPase 4 OS=Rattus norvegicus OX=10116 GN=Atp2b4 PE=1 SV=1,0,0,0,0,0,505680,432630,154090,0,126240,398350,0,17707,277630,0
Q66H15,sp|Q66H15|RMD3_RAT Regulator of microtubule dynamics protein 3 OS=Rattus norvegicus OX=10116 GN=Rmdn3 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q66HA5-2;Q66HA5,sp|Q66HA5-2|C2D1A_RAT Isoform 2 of Coiled-coil and C2 domain-containing protein 1A OS=Rattus norvegicus OX=10116 GN=Cc2d1a;sp|Q66HA5|C2D1A_RAT Coiled-coil and C2 domain-containing protein 1A OS=Rattus norvegicus OX=10116 GN=Cc2d1a PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q68FU8,sp|Q68FU8|SUGP1_RAT SURP and G-patch domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Sugp1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6AXY7,sp|Q6AXY7|PR38B_RAT Pre-mRNA-splicing factor 38B OS=Rattus norvegicus OX=10116 GN=Prpf38b PE=1 SV=1,149780,0,40933,9560.2,0,0,82263,0,24967,8292.6,0,0,145540,9408.2,82900
Q6AYB2,"tr|Q6AYB2|Q6AYB2_RAT RCG53912, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Sphk2 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6MGB4,"tr|Q6MGB4|Q6MGB4_RAT H2-K region expressed gene 4, rat orthologue OS=Rattus norvegicus OX=10116 GN=Slc39a7 PE=1 SV=1",0,0,2975.4,0,0,0,0,0,0,0,0,0,0,0,82102
Q6P685,tr|Q6P685|Q6P685_RAT Eukaryotic translation initiation factor 2 subunit beta OS=Rattus norvegicus OX=10116 GN=Eif2s2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6PCT3,sp|Q6PCT3|TPD54_RAT Tumor protein D54 OS=Rattus norvegicus OX=10116 GN=Tpd52l2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,14671,0,42326
Q7M0E3;D4A315;Q7M094,sp|Q7M0E3|DEST_RAT Destrin OS=Rattus norvegicus OX=10116 GN=Dstn PE=1 SV=3,19979,45146,115290,56752,3298.8,0,188380,19068,59107,203820,120170,47843,0,101910,34894
Q7TT49,sp|Q7TT49|MRCKB_RAT Serine/threonine-protein kinase MRCK beta OS=Rattus norvegicus OX=10116 GN=Cdc42bpb PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,53356,0,52667
Q8CGX0,sp|Q8CGX0|IF2B1_RAT Insulin-like growth factor 2 mRNA-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Igf2bp1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q91Y81,sp|Q91Y81|SEPT2_RAT Septin-2 OS=Rattus norvegicus OX=10116 GN=Septin2 PE=1 SV=1,37243,0,181720,122100,0,0,212770,65318,66355,109090,97807,152970,366340,167850,28770
Q91ZQ0,sp|Q91ZQ0|VMP1_RAT Vacuole membrane protein 1 OS=Rattus norvegicus OX=10116 GN=Vmp1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,12968,0,11458
Q9QX67,sp|Q9QX67|DAP1_RAT Death-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Dap PE=1 SV=3,0,0,0,0,0,0,0,0,0,0,0,0,10381,0,47827
Q9WVJ4,sp|Q9WVJ4|SYJ2B_RAT Synaptojanin-2-binding protein OS=Rattus norvegicus OX=10116 GN=Synj2bp PE=1 SV=2,40831,0,0,0,0,0,595390,0,0,213780,0,0,310350,136900,0
Q9Z1W6-4;Q9Z1W6-3;Q9Z1W6-2;Q9Z1W6,sp|Q9Z1W6-4|LYRIC_RAT Isoform 4 of Protein LYRIC OS=Rattus norvegicus OX=10116 GN=Mtdh;sp|Q9Z1W6-3|LYRIC_RAT Isoform 3 of Protein LYRIC OS=Rattus norvegicus OX=10116 GN=Mtdh;sp|Q9Z1W6-2|LYRIC_RAT Isoform 2 of Protein LYRIC OS=Rattus norvegicus OX=10116 GN=,0,0,0,0,0,0,0,0,0,0,0,0,7125.7,0,9902.8
Q9Z2J4-2,sp|Q9Z2J4-2|NEXN_RAT Isoform 2 of Nexilin OS=Rattus norvegicus OX=10116 GN=Nexn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Z2L0,sp|Q9Z2L0|VDAC1_RAT Voltage-dependent anion-selective channel protein 1 OS=Rattus norvegicus OX=10116 GN=Vdac1 PE=1 SV=4,0,0,0,7237.4,0,0,0,0,9082.3,16862,6473,0,0,11119,23277
REV__Q00961;REV__Q62644;REV__A0A0G2JSH8,"sp|Q00961|NMDE3_RAT Glutamate receptor ionotropic, NMDA 2C OS=Rattus norvegicus OX=10116 GN=Grin2c PE=1 SV=1;tr|Q62644|Q62644_RAT Glutamate receptor OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|A0A0G2JSH8|A0A0G2JSH8_RAT Glutamate receptor OS=Rattus norvegicu",961660,0,768060,389490,1498200,1478800,1162500,0,0,79508,0,0,2164000,0,0
REV__A0A0G2JU55,tr|A0A0G2JU55|A0A0G2JU55_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REV__E9PT54;REV__Q6AY44,tr|E9PT54|E9PT54_RAT Mucolipin 3 OS=Rattus norvegicus OX=10116 GN=Mcoln3 PE=4 SV=2;tr|Q6AY44|Q6AY44_RAT Mucolipin 3 OS=Rattus norvegicus OX=10116 GN=Mcoln3 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REV__F1LM19;REV__P24090;REV__Q7TP75,tr|F1LM19|F1LM19_RAT Alpha-2-HS-glycoprotein OS=Rattus norvegicus OX=10116 PE=1 SV=3;sp|P24090|FETUA_RAT Alpha-2-HS-glycoprotein OS=Rattus norvegicus OX=10116 GN=Ahsg PE=1 SV=2;tr|Q7TP75|Q7TP75_RAT Alpha-2-HS-glycoprotein OS=Rattus norvegicus OX=10116 PE=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REV__F1LN30,tr|F1LN30|F1LN30_RAT Small ubiquitin-related modifier OS=Rattus norvegicus OX=10116 GN=Sumo4 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REV__P20417,sp|P20417|PTN1_RAT Tyrosine-protein phosphatase non-receptor type 1 OS=Rattus norvegicus OX=10116 GN=Ptpn1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A096MK16;A0A0G2K7I9,"tr|A0A096MK16|A0A096MK16_RAT ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 (Fragment) OS=Rattus norvegicus OX=10116 GN=Arap2 PE=4 SV=1;tr|A0A0G2K7I9|A0A0G2K7I9_RAT ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 OS=Rattus norvegicus O",0,0,0,112450,0,0,0,0,65631,0,0,0,0,0,0
D4A545;A0A0G2K062,tr|D4A545|D4A545_RAT Mast cell-expressed membrane protein 1 OS=Rattus norvegicus OX=10116 GN=Mcemp1 PE=4 SV=1;tr|A0A0G2K062|A0A0G2K062_RAT Mast cell-expressed membrane protein 1 OS=Rattus norvegicus OX=10116 GN=Mcemp1 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0H2UHJ4;Q68FR3,tr|A0A0H2UHJ4|A0A0H2UHJ4_RAT Integrator complex subunit 12 OS=Rattus norvegicus OX=10116 GN=Ints12 PE=1 SV=1;sp|Q68FR3|INT12_RAT Integrator complex subunit 12 OS=Rattus norvegicus OX=10116 GN=Ints12 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5DEK3;Q498E2,tr|B5DEK3|B5DEK3_RAT LOC498662 protein OS=Rattus norvegicus OX=10116 GN=Tdrp PE=1 SV=1;sp|Q498E2|TDRP_RAT Testis development-related protein OS=Rattus norvegicus OX=10116 GN=Tdrp PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3ZJB7,"tr|D3ZJB7|D3ZJB7_RAT Solute carrier family 30, member 10 OS=Rattus norvegicus OX=10116 GN=Slc30a10 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3ZMQ3,tr|D3ZMQ3|D3ZMQ3_RAT Integrin subunit alpha 4 OS=Rattus norvegicus OX=10116 GN=Itga4 PE=1 SV=1,0,0,0,0,0,0,0,0,253580,0,105080,0,0,0,0
D3ZWQ8;Q5XXR3,tr|D3ZWQ8|D3ZWQ8_RAT Rho guanine nucleotide exchange factor 6 OS=Rattus norvegicus OX=10116 GN=Arhgef6 PE=1 SV=3;sp|Q5XXR3|ARHG6_RAT Rho guanine nucleotide exchange factor 6 OS=Rattus norvegicus OX=10116 GN=Arhgef6 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D7UNT7,tr|D7UNT7|D7UNT7_RAT Cardiac-type ryaodine receptor (Fragment) OS=Rattus norvegicus OX=10116 GN=RyR PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1LMW7;P30009,tr|F1LMW7|F1LMW7_RAT Myristoylated alanine-rich C-kinase substrate OS=Rattus norvegicus OX=10116 GN=Marcks PE=1 SV=3;sp|P30009|MARCS_RAT Myristoylated alanine-rich C-kinase substrate OS=Rattus norvegicus OX=10116 GN=Marcks PE=1 SV=2,0,0,34446,7984.5,0,0,0,0,0,0,0,0,25813,29564,0
F1LP34;Q9EST6,tr|F1LP34|F1LP34_RAT Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Rattus norvegicus OX=10116 GN=Anp32b PE=1 SV=2;sp|Q9EST6|AN32B_RAT Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Rattus norvegicus OX=10116 GN=Anp32b P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1M6V1;Q6P747;A0A096MKG6;A0A096MJ10,tr|F1M6V1|F1M6V1_RAT Heterochromatin protein 1-binding protein 3 OS=Rattus norvegicus OX=10116 GN=Hp1bp3 PE=1 SV=3;sp|Q6P747|HP1B3_RAT Heterochromatin protein 1-binding protein 3 OS=Rattus norvegicus OX=10116 GN=Hp1bp3 PE=1 SV=1;tr|A0A096MKG6|A0A096MKG6_RA,13998,0,0,21533,2955.1,0,0,0,0,0,0,0,31139,0,0
Q5PPH9;F7EL36;P49911;A0A0G2K7X0,"tr|Q5PPH9|Q5PPH9_RAT Acidic (Leucine-rich) nuclear phosphoprotein 32 family, member A OS=Rattus norvegicus OX=10116 GN=Anp32a PE=2 SV=1;tr|F7EL36|F7EL36_RAT Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Rattus norvegicus OX=10116 GN=Anp3",0,0,0,0,0,7545.5,0,5019.8,0,69768,0,0,0,0,0
Q920B2;M0R3R6;M0R9Q1,"tr|Q920B2|Q920B2_RAT Coactivator activator (Fragment) OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|M0R3R6|M0R3R6_RAT RNA-binding motif protein 14 OS=Rattus norvegicus OX=10116 GN=Rbm14 PE=1 SV=2;tr|M0R9Q1|M0R9Q1_RAT RCG48334, isoform CRA_e OS=Rattus norvegic",0,0,0,0,0,107410,0,0,41081,0,0,0,0,0,0
P05197;Q8K1G4,sp|P05197|EF2_RAT Elongation factor 2 OS=Rattus norvegicus OX=10116 GN=Eef2 PE=1 SV=4,0,0,40367,15393,0,0,24733,0,9818.1,230530,89943,0,0,31407,293790
P0DP31;P0DP30;P0DP29;D4ABV5;M0RCJ6;Q304F3,sp|P0DP31|CALM3_RAT Calmodulin-3 OS=Rattus norvegicus OX=10116 GN=Calm3 PE=1 SV=1;sp|P0DP30|CALM2_RAT Calmodulin-2 OS=Rattus norvegicus OX=10116 GN=Calm2 PE=1 SV=1;sp|P0DP29|CALM1_RAT Calmodulin-1 OS=Rattus norvegicus OX=10116 GN=Calm1 PE=1 SV=1;tr|D4ABV5|,1804200,3165700,623940,1795500,233780,316110,464300,1778200,2821800,1885700,2068700,1494800,2296700,854150,995520
P61265,sp|P61265|STX1B_RAT Syntaxin-1B OS=Rattus norvegicus OX=10116 GN=Stx1b PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P70624;Q792R3;Q8VD43;Q6T5E8;Q68G32;Q64633,tr|P70624|P70624_RAT UGT1A7 OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|Q792R3|Q792R3_RAT UDP-glucuronosyltransferase 1A7 (Fragment) OS=Rattus norvegicus OX=10116 GN=UGT1A7 PE=4 SV=1;tr|Q8VD43|Q8VD43_RAT UDP-glucuronosyltransferase OS=Rattus norvegicus OX=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0D2L3,"sp|Q0D2L3|SPEB_RAT Agmatinase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Agmat PE=2 SV=1",0,0,0,0,0,0,64376,0,0,80914,0,0,0,0,0
Q5XHZ8,tr|Q5XHZ8|Q5XHZ8_RAT Component of oligomeric Golgi complex 3 OS=Rattus norvegicus OX=10116 GN=Cog3 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5XIU9,sp|Q5XIU9|PGRC2_RAT Membrane-associated progesterone receptor component 2 OS=Rattus norvegicus OX=10116 GN=Pgrmc2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99J82,sp|Q99J82|ILK_RAT Integrin-linked protein kinase OS=Rattus norvegicus OX=10116 GN=Ilk PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9QY02-2;Q9QY02,sp|Q9QY02-2|YTDC1_RAT Isoform 2 of YTH domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Ythdc1;sp|Q9QY02|YTDC1_RAT YTH domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Ythdc1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REV__Q9Z1K4;REV__A0A0G2K7A5,tr|Q9Z1K4|Q9Z1K4_RAT Collagen alpha 1 type X (Fragment) OS=Rattus norvegicus OX=10116 GN=col10A1 PE=2 SV=1;tr|A0A0G2K7A5|A0A0G2K7A5_RAT Collagen type X alpha 1 chain OS=Rattus norvegicus OX=10116 GN=Col10a1 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6GWE1;Q8VD80;A0A0G2JZV8;Q80WE1-2;Q80WE1,tr|Q6GWE1|Q6GWE1_RAT Fragile X mental retardation-1 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Fmr1 PE=4 SV=1;tr|Q8VD80|Q8VD80_RAT Fragile X mental retardation protein (Fragment) OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|A0A0G2JZV8|A0A0G2JZV8_RAT,0,0,220800,18363,0,0,0,0,0,0,0,0,0,0,0
D3ZJJ0,tr|D3ZJJ0|D3ZJJ0_RAT Ubiquitin carboxyl-terminal hydrolase MINDY OS=Rattus norvegicus OX=10116 GN=Mindy4 PE=3 SV=2,9372.5,0,105300,42416,0,0,0,161320,264180,0,37541,0,40976,0,0
D3ZR17,tr|D3ZR17|D3ZR17_RAT U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein OS=Rattus norvegicus OX=10116 GN=Snrnp27 PE=1 SV=2,0,0,32699,0,0,0,0,0,60366,0,0,0,0,0,0
F1M8H7,tr|F1M8H7|F1M8H7_RAT Actin-associated protein FAM107A OS=Rattus norvegicus OX=10116 GN=Fam107a PE=4 SV=3,0,0,0,622890,4812600,0,1693000,884320,433460,302190,515680,0,0,0,0
Q3SWT0,sp|Q3SWT0|PECA1_RAT Platelet endothelial cell adhesion molecule OS=Rattus norvegicus OX=10116 GN=Pecam1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A096MJH0,"tr|A0A096MJH0|A0A096MJH0_RAT Ubiquitin-conjugating enzyme E2, J1 (Fragment) OS=Rattus norvegicus OX=10116 GN=Ube2j1 PE=4 SV=1",0,0,0,0,0,0,52203,0,0,9553.3,0,0,15652,0,41495
A0A096MKC0,tr|A0A096MKC0|A0A096MKC0_RAT GRB10-interacting GYF protein 2 (Fragment) OS=Rattus norvegicus OX=10116 GN=Gigyf2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0G2JW28;D3ZCH7;G3V9D7;Q62847-2;Q62847,"tr|A0A0G2JW28|A0A0G2JW28_RAT Gamma-adducin OS=Rattus norvegicus OX=10116 GN=Add3 PE=1 SV=1;tr|D3ZCH7|D3ZCH7_RAT Adducin 3 (Gamma), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Add3 PE=1 SV=2;tr|G3V9D7|G3V9D7_RAT Adducin 3 (Gamma), isoform CRA_a OS=Rattus",0,0,0,0,0,21167,109870,0,0,21833,0,0,201930,38703,0
F1LP26,tr|F1LP26|F1LP26_RAT Shroom family member 3 OS=Rattus norvegicus OX=10116 GN=Shroom3 PE=1 SV=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1LPH1;D3ZL24;A0A0G2JSY2;P27321-3;P27321;O55154;P27321-6;P27321-5;P27321-4;P27321-2,tr|F1LPH1|F1LPH1_RAT Calpain inhibitor OS=Rattus norvegicus OX=10116 GN=Cast PE=1 SV=1;tr|D3ZL24|D3ZL24_RAT Calpain inhibitor OS=Rattus norvegicus OX=10116 GN=Cast PE=1 SV=2;tr|A0A0G2JSY2|A0A0G2JSY2_RAT Calpain inhibitor OS=Rattus norvegicus OX=10116 GN=Ca,0,0,0,0,0,0,0,0,0,0,0,0,60012,0,54698
F1LPM3;O35413;O35413-2,tr|F1LPM3|F1LPM3_RAT Sorbin and SH3 domain-containing protein 2 OS=Rattus norvegicus OX=10116 GN=Sorbs2 PE=1 SV=2;sp|O35413|SRBS2_RAT Sorbin and SH3 domain-containing protein 2 OS=Rattus norvegicus OX=10116 GN=Sorbs2 PE=1 SV=2,88548,0,0,0,0,0,0,0,7799.4,0,0,0,261240,0,0
F1LQC8,tr|F1LQC8|F1LQC8_RAT Cell division protein kinase 7 OS=Rattus norvegicus OX=10116 GN=Cdk7 PE=1 SV=3,0,0,0,11968,0,11782,0,0,0,124320,0,7759.9,0,0,41864
F1LQE0;Q1LZ50,tr|F1LQE0|F1LQE0_RAT DNA (cytosine-5)-methyltransferase 3-like OS=Rattus norvegicus OX=10116 GN=Dnmt3l PE=4 SV=3;sp|Q1LZ50|DNM3L_RAT DNA (cytosine-5)-methyltransferase 3-like OS=Rattus norvegicus OX=10116 GN=Dnmt3l PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1LQN3;Q9JK11;Q6IRL3;Q540J3;Q9JK11-2;Q9JK11-4;Q5U1Z3;Q9JK11-3,tr|F1LQN3|F1LQN3_RAT Reticulon OS=Rattus norvegicus OX=10116 GN=Rtn4 PE=1 SV=1;sp|Q9JK11|RTN4_RAT Reticulon-4 OS=Rattus norvegicus OX=10116 GN=Rtn4 PE=1 SV=1;tr|Q6IRL3|Q6IRL3_RAT Reticulon OS=Rattus norvegicus OX=10116 GN=Rtn4 PE=2 SV=1;tr|Q540J3|Q540J3_RA,0,27263,286770,26054,0,144430,303160,0,37780,71493,107600,121440,136770,103860,64634
F1LQP8;P55280,tr|F1LQP8|F1LQP8_RAT Cadherin-6 OS=Rattus norvegicus OX=10116 GN=Cdh6 PE=1 SV=3;sp|P55280|CADH6_RAT Cadherin-6 OS=Rattus norvegicus OX=10116 GN=Cdh6 PE=1 SV=1,194080,127400,1018400,0,0,0,0,0,0,0,0,0,0,0,0
F1LRI7;P0C1X8,tr|F1LRI7|F1LRI7_RAT AP2-associated protein kinase 1 OS=Rattus norvegicus OX=10116 GN=Aak1 PE=1 SV=2;sp|P0C1X8|AAK1_RAT AP2-associated protein kinase 1 OS=Rattus norvegicus OX=10116 GN=Aak1 PE=1 SV=1,0,0,139180,0,0,0,66748,0,0,62213,0,0,59236,73483,77950
F1LSC3,tr|F1LSC3|F1LSC3_RAT Splicing factor 1 OS=Rattus norvegicus OX=10116 GN=Sf1 PE=1 SV=2,0,432950,5109,416610,0,0,573070,204390,0,702510,236720,815690,13733,45827,154110
A0A0G2JW88,tr|A0A0G2JW88|A0A0G2JW88_RAT Microtubule-associated protein OS=Rattus norvegicus OX=10116 GN=Map4 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,3343.9,0,28639
